"id_evento","data_publicacao","fonte","titulo","pagina","municipio","localidade","tipo_camada","dimensao_analitica","tipo_relacao_variavel","codigo_variavel","nivel_criticidade","observacao","nota_analista","cod_loteamento","nivel_confianca_loteamento","papel_no_ciclo","id_caso_pressao","entra_ipst","relevancia_estrategica","data_classificacao","_qrt_aproximacao_variavel","_linha_suspeita","_arquivo","_qrt_data_edicao","_qrt_numero_edicao","_qrt_evento_id","_qrt_relevancia","_qrt_descricao_evento","_qrt_fonte_arquivo","_qrt_status_validacao","_qrt_data","_qrt_item","_qrt_resumo","_qrt_origem","_qrt_municipio_impactado","_qrt_tipo_abrangencia","_qrt_\xEF\xBB\xBF""id_evento"""
"TL_20260114_006","2026-01-14","Tribuna Liberal","Hortolândia acumula premiações na esfera estadual nacional e no exterior","7","Hortolândia","nao_identificado","GOVERNANCA","multidimensional","contextual","GOV_MUNICIPAL","baixa","contexto_sociopolitico","""R05 — multidimensional justificado: (1) capital_humano: OBMEP Mirim 130 medalhas ouro; Alfabetiza Juntos SP excelência educacional; TB 70%+ cobertura contatos (prêmio estadual 2024); CREAN entre 6 melhores SP em nutrição/combate à fome; (2) infraestrutura_urbana: prefeito cita 99% rede coletora esgoto + 100% tratamento — candidato a dado_auditavel proxy IU_03; (3) renda_trabalho: Facilita SP bronze (ambiente de negócios); UITP membro (mobilidade urbana Hamburgo 2025). R22: sem pressão social como gatilho → nao_aplicavel. Fonte: Austin Rating/Editora Abril (metodologia independente, não autoatribuída). Dado mais relevante para IVS-H: 99%/100% saneamento — registrar em nota arquitetural como proxy IU. cod_loteamento: nao_identificado; nivel_confianca_loteamento: baixo. | edicao=9651""","nao_identificado","baixo","nao_aplicavel","","nao","media","2026-01-14","","","2026_01_14_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260114_007","2026-01-14","Tribuna Liberal","Escolas municipais de Hortolândia recebem manutenção e zeladoria durante as férias","7","Hortolândia","nao_identificado","GOVERNANCA","capital_humano","indireta","GOV_MUNICIPAL","baixa","dado_auditavel","""60 escolas da rede municipal: roçagem, reparos hidráulicos e elétricos, limpeza de reservatórios de água, manutenção predial. Data retorno aulas: 06/fev/2026. Jornada Pedagógica: 04/fev; reunião de pais: 05/fev. Unidades citadas: EMEF Nicolas Thiago dos Santos Lofrani; EMEI Olinda Maria de Jesus Souza; EMEI Jardim Santa Emília. R22: ação estrutural de manutenção de rotina sem gatilho de pressão social → nao_aplicavel. cod_loteamento: nao_identificado (60 escolas dispersas pela rede municipal sem loteamento único); nivel_confianca_loteamento: baixo. | edicao=9651""","nao_identificado","baixo","nao_aplicavel","","nao","media","2026-01-14","","","2026_01_14_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260114_008","2026-01-14","Tribuna Liberal","Desvios para duplicação de via vão até fim de fevereiro entre Sumaré e Hortolândia","7","Hortolândia","nao_identificado","GOVERNANCA","infraestrutura_urbana","indireta","GOV_MUNICIPAL","baixa","dado_auditavel","Duplicação da Estrada Municipal Valêncio Calegari (divisa Hortolândia-Sumaré). Trecho: Honda → portal Av. São Francisco de Assis (próximo Pague Menos). Prazo obras: final de fevereiro 2026. Contrapartida da Microsoft pela instalação de sede em Hortolândia. Desvios de trânsito ativos. R22: obra estrutural por contrapartida empresarial sem pressão social identificável como gatilho → nao_aplicavel. Potencial RT latente: chegada da Microsoft = indicador de emprego qualificado e formalização para série futura do IVS-H. cod_loteamento: nao_identificado (área industrial/comercial de divisa sem correspondência clara em loteamentos CadÚnico); nivel_confianca_loteamento: baixo. | edicao=9651","nao_identificado","baixo","nao_aplicavel","","nao","media","2026-01-14","","","2026_01_14_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260115_001","2026-01-15","Tribuna Liberal","Charge de capa ironiza mau cheiro como problema não resolvido em Hortolândia para 2026","1","Hortolândia","nao_identificado","PRESSAO_SOCIAL","infraestrutura_urbana","contextual","SMIDS_EXT","alta","sinal_smids_ext","""Charge de capa (personagem segurando nariz; texto: Mau cheiro... O que você pediu para 2026? Ar puro!) confirma saliência editorial do ciclo IU_ETE_HORTO_2025 no dia seguinte à edição 9651. R20: expressão pública coletiva documenta persistência da pressão no tempo. Sem dado numérico próprio → sinal_smids_ext por R15 (diferente do modelo E3/9735 - dengue charge com 87 casos verificáveis). R01 não satisfeita → tipo_relacao_variavel = contextual por R11 (sem ação do Estado, sem número). Avaliar se frequência de cobertura editorial do ciclo constitui série temporal para fins de IPST-H. cod_loteamento: nao_identificado; nivel_confianca_loteamento: baixo. | edicao=9652""","nao_identificado","baixo","agravamento","IU_ETE_HORTO_2025","avaliar","media","2026-01-15","","","2026_01_15_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260115_002","2026-01-15","Tribuna Liberal","Vândalos prejudicam usuários do transporte público em Hortolândia com danos em abrigos de ônibus","7","Hortolândia","Jardim Amanda","PRESSAO_SOCIAL","infraestrutura_urbana","direta","SMIDS_EXT","media","dado_auditavel","""Primeiro registro do ciclo IU_VANDALISMO_TRANSPORTE_HORTO_2025 no corpus. Três abrigos vandalizados recentemente após reformas de 2S/2025: (1) Av. Emancipação/GoodBom — suporte removido, funcionamento prejudicado; (2) Jardim Amanda — pichações; (3) Jardim Malta, Rua Jair Silva Guimarães — danificado, conserto em andamento (previsto retorno em fev/2026). R20: matéria documenta progressão clara — reformas concluídas em 2S/2025 → novos vandalismos em sequência = agravamento. R25 satisfeita: fenômeno coletivo (passageiros de transporte público), recorrente, altera mobilidade de forma identificável. R23: série por número de abrigos vandalizados/consertados por período. Condição B: impacto sobre usuários de transporte coletivo — perfil compatível com CadÚnico (sem carro, dependentes de ônibus). cod_loteamento: Jardim Amanda (primário); nivel_confianca_loteamento: alto. Outros loteamentos: Jardim Malta e área GoodBom/Av. Emancipação — ver E3. | edicao=9652""","nao_identificado","baixo","agravamento","IU_VANDALISMO_TRANSPORTE_HORTO_2025","avaliar","media","2026-01-15","","","2026_01_15_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260115_003","2026-01-15","Tribuna Liberal","Prefeitura de Hortolândia realiza manutenção e substituição de abrigos de ônibus vandalizados","7","Hortolândia","Jardim Amanda","GOVERNANCA","infraestrutura_urbana","indireta","GOV_MUNICIPAL","baixa","dado_auditavel","""R22 satisfeita: vandalismo documentado = pressão identificável como gatilho da ação institucional. Lista de abrigos consertados/substituídos em 2025 divulgada pelo município: Av. Tarsila do Amaral (Jardim Amanda); cruzamento José Bonifácio/Tiradentes (Amanda); Rua Cordilheira dos Andes (Jardim Nova Europa); Av. Emancipação/GoodBom; frente ao Paço Municipal/Jd. Novo Ângulo. Canal de denúncia ativo: Guarda Municipal, telefone 153. Ação em andamento sem resolução estrutural (reincidência após reformas de 2025). cod_loteamento: Jardim Amanda (primário); nivel_confianca_loteamento: alto. Múltiplos loteamentos afetados (ver E2). | edicao=9652""","nao_identificado","baixo","resposta","IU_VANDALISMO_TRANSPORTE_HORTO_2025","nao","media","2026-01-15","","","2026_01_15_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260115_004","2026-01-15","Tribuna Liberal","Hortolândia retoma sinalização de solo no entorno de escola na Vila Real e intensifica Tapa-buraco","7","Hortolândia","Vila Real","GOVERNANCA","infraestrutura_urbana","indireta","GOV_MUNICIPAL","baixa","dado_auditavel","""Dois serviços distintos na mesma matéria: (1) Sinalização de solo — concluída em 14/01 na Rua Orlando Cavalcante, Vila Real, entorno da EMEIF Sebastiana Dias de Moraes e PEV do bairro; ~30 unidades de ensino receberam o mutirão em 2025; (2) Tapa-buraco — 80 a 100 buracos/dia; intensificação em 2026 por erosão causada por chuvas; territórios desta semana: região central, Jd. Novo Ângulo, Jd. Sumarezinho, entorno do Parque Socioambiental Lago da Fé, Jd. Malta, Jd. Santa Emília, Jd. Terras de Santo Antônio, Jd. Adelaide, Jd. Interlagos, Jd. Santa Clara do Lago, Jd. Nova Europa. R22: manutenção de rotina intensificada por fator climático (chuvas), sem pressão social identificável como gatilho → nao_aplicavel. cod_loteamento: Vila Real (sinalização, primário); nivel_confianca_loteamento: alto. Tapa-buraco: multiplos_loteamentos (ver nota). | edicao=9652""","nao_identificado","baixo","nao_aplicavel","","nao","media","2026-01-15","","","2026_01_15_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260115_005","2026-01-15","Tribuna Liberal","IPVA vai custar R$ 122 milhões aos motoristas de Hortolândia em 2026","5","Hortolândia","nao_identificado","CONTEXTO","renda_trabalho","contextual","SMIDS_EXT","baixa","dado_auditavel","""Hortolândia: previsão IPVA 2026 = R$122,3M (queda de 1,19% em relação a 2025: R$123,8M). 3ª posição no ranking regional de 6 municípios (Americana 1ª: R$214,9M; Sumaré 2ª: R$175,4M). Seis cidades respondem por 2,3% da arrecadação estadual total (R$30B). Dado de frota tributável relevante como proxy inverso de mobilidade: municípios com maior IPVA/habitante tendem a ter maior acesso a veículo próprio — relevante para inferir dependência de transporte público. Para IVS-H: dado não mensura vulnerabilidade diretamente, mas contextualiza o perfil econômico da cidade e pode complementar análise de RT. Série histórica estruturável anualmente pela Secretaria Estadual da Fazenda. cod_loteamento: nao_identificado (dado municipal agregado); nivel_confianca_loteamento: baixo. | edicao=9652""","nao_identificado","baixo","nao_aplicavel","","nao","media","2026-01-15","","","2026_01_15_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260116_001","2026-01-16","Tribuna Liberal","Hortolândia leva programa CadÚnico às UBSs São Bento e Taquara Branca","6","Hortolândia","Jardim São Bento","GOVERNANCA","capital_humano","indireta","GOV_MUNICIPAL","media","dado_auditavel","""Ação inaugural: CadÚnico descentralizado para UBSs São Bento e Taquara Branca a partir de 16/01/2026; frequência: 1x/semana (ampliável conforme demanda); parceria SMIDS + Secretaria de Saúde. Fonte: Jesus José Ribeiro da Costa, Diretor de Assistência Social da SMIDS (nosso colega, confirmado como fonte da matéria). Justificativa declarada: os dois loteamentos estão distantes dos CRAS. R22: ação proativa sem gatilho de pressão social explícita → nao_aplicavel. ALTA RELEVÂNCIA para Atlas Social: (1) documenta gap territorial de cobertura CadÚnico nos loteamentos Jardim São Bento e Taquara Branca; (2) potencial ampliação do cadastro nesses territórios após início do serviço; (3) interface SMIDS/Saúde como modelo de integração intersetorial. cod_loteamento: Jardim São Bento (primário); nivel_confianca_loteamento: alto. Segundo loteamento: Taquara Branca (mesma ação, mesmo atendimento). | edicao=9653""","nao_identificado","baixo","nao_aplicavel","","nao","media","2026-01-16","","","2026_01_16_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260116_002","2026-01-16","Tribuna Liberal","PM reage e mata homem armado durante briga em bar do Jardim Amanda em Hortolândia","6","Hortolândia","Jardim Amanda","PRESSAO_SOCIAL","capital_humano","direta","SMIDS_EXT","alerta","dado_auditavel","Primeiro registro do ciclo CH_VIOLENCIA_ARMADA_HORTO_2026 no corpus. Briga em bar do Jardim Amanda em 15/01/2026 (quinta-feira): dois homens em discussão → disparo atingiu frequentador no braço → PM interveio → agressor apontou arma contra policiais → PM efetuou tiro na cabeça em legítima defesa → agressor encaminhado ao Hospital Estadual Sumaré → óbito. Vítima colateral (braço): encaminhada ao Hospital Municipal de Hortolândia. R21: violência letal com arma de fogo → NUNCA contextual → tipo_relacao_variavel = direta. Condição A satisfeita: PRESSAO_SOCIAL + alerta + dado_auditavel. Polícia Civil investiga circunstâncias e causas. cod_loteamento: Jardim Amanda; nivel_confianca_loteamento: alto (explicitamente mencionado). Nota: evento ocorreu no mesmo território do CRAS Amanda (E3) e da ação UVZ dengue (E5 edicao 9652). | edicao=9653","nao_identificado","baixo","emergencia","CH_VIOLENCIA_ARMADA_HORTO_2026","sim","alta","2026-01-16","","","2026_01_16_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260116_003","2026-01-16","Tribuna Liberal","Hortolândia promove curso de Assistente de Recursos Humanos com 30 vagas no CRAS Amanda","6","Hortolândia","Jardim Amanda II","GOVERNANCA","renda_trabalho","indireta","GOV_MUNICIPAL","baixa","dado_auditavel","""30 vagas; faixa etária 16+; 160h/aula; período: 02/02 a 09/04/2026; horário: 13h30 às 17h; local: CRAS Amanda, Av. Tarsila do Amaral 540, Jardim Amanda II; parceria Fundo Social de Solidariedade + SENAI. Conteúdo: recrutamento, admissão, rotinas trabalhistas, folha de pagamento. Segundo curso mencionado: alvenaria com função estrutural (construção civil), também pelo Fundo Social. Inscrições via link Google Forms. R22: ação estrutural de qualificação sem gatilho de pressão social → nao_aplicavel. Potencial proxy RT: empregabilidade e formalização de mão de obra em loteamento CadÚnico de alta concentração cadastral. cod_loteamento: Jardim Amanda II; nivel_confianca_loteamento: alto. | edicao=9653""","nao_identificado","baixo","nao_aplicavel","","nao","media","2026-01-16","","","2026_01_16_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260116_004","2026-01-16","Tribuna Liberal","Deputado Dalben questiona estudos estaduais sobre transferência do 48°BPM/I de Sumaré para Hortolândia","7","Hortolândia","nao_identificado","GOVERNANCA","capital_humano","latente","GOV_ESTADUAL","media","contexto_sociopolitico","Secretaria Estadual de Segurança Pública estuda viabilidade de transferência do 48°BPM/I de Sumaré para Hortolândia. Deputado Dirceu Dalben (Cidadania) manifesta oposição e solicita ao governador Tarcísio de Freitas que reavalie os estudos. Posição do deputado: manter batalhão em Sumaré + criar nova unidade em Hortolândia = solução correta. Relevância para IVS-H: (1) reconhecimento explícito pelo nível estadual de que Hortolândia tem déficit de infraestrutura de segurança pública; (2) Hortolândia em 'pleno crescimento' sem cobertura policial de batalhão próprio (Dalben); (3) potencial futura governança GOV_ESTADUAL com impacto direto em capital_humano. R22: estudos em andamento sem gatilho de pressão → nao_aplicavel. Aguardar decisão para promover para GOVERNANCA indireta ou direta. cod_loteamento: nao_identificado; nivel_confianca_loteamento: baixo. | edicao=9653","nao_identificado","baixo","nao_aplicavel","","nao","media","2026-01-16","","","2026_01_16_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260117_001","2026-01-17","Tribuna Liberal","Chuvas intensas de 93,2 mm em 48 horas causam transtornos e fecham parques em Hortolândia","5","Hortolândia","nao_identificado","PRESSAO_SOCIAL","infraestrutura_urbana","direta","SMIDS_EXT","alta","dado_auditavel","Evento climático com 93,2 mm de chuva em 48 horas, associado a transtornos urbanos e fechamento de parques em Hortolândia; registro relevante para monitoramento de pressão climática e infraestrutura urbana.","nao_identificado","baixo","emergencia","CH_CHUVAS_VERAO_HORTO_2026","avaliar","media","2026-01-17","chuvas_intensas_93_2mm","","2026_01_17_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260117_002","2026-01-17","Tribuna Liberal","Prefeitura fecha parques e ativa Operação SP Alerta Chuvas de Verão em Hortolândia","5","Hortolândia","nao_identificado","GOVERNANCA","infraestrutura_urbana","indireta","GOV_MUNICIPAL","media","dado_auditavel","""R22 satisfeita: chuvas = pressão identificável. Ação: fechamento imediato dos parques Irmã Dorothy e Observatório Ambiental por medida de segurança (solo encharcado + risco de quedas de árvores/deslizamentos). Decreto: Operação SP Alerta Chuvas de Verão 2025-2026, Defesa Civil. Critério declarado de interdição: solo encharcado + possibilidade de quedas e deslizamentos; reabertura: 24h após cessação e vistoria técnica. Secretária Eliane Nascimento (Meio Ambiente e Desenvolvimento Sustentável) comunicou orientações. Parque Chico Mendes: sem fechamento formal mas com alerta. Parques entregues em 2025 (Irmã Dorothy, Campo da Mina) fazendo parte do estoque de infraestrutura de lazer vulnerável a eventos climáticos. cod_loteamento: nao_identificado; nivel_confianca_loteamento: baixo. | edicao=9654""","nao_identificado","baixo","resposta","CH_CHUVAS_VERAO_HORTO_2026","nao","media","2026-01-17","","","2026_01_17_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260117_003","2026-01-17","Tribuna Liberal","Processo seletivo da Arcor em Hortolândia mobiliza mais de 300 candidatos no Jardim Santa Rita","5","Hortolândia","Jardim Santa Rita","GOVERNANCA","renda_trabalho","indireta","GOV_MUNICIPAL","media","dado_auditavel","""300+ fichas preenchidas; 150+ candidatos pré-aprovados para etapas seguintes. Vagas: área produtiva da Arcor (Campinas), temporárias — demanda da campanha Páscoa 2026. Local: Jardim Santa Rita. Articulação: vereador Clodoaldo Santos da Silva (Podemos) + agência de empregos Expert. Nota: iniciativa da Câmara Municipal (não da Prefeitura executiva), mas registrada como GOV_MUNICIPAL pela abrangência de políticas de emprego municipais. Potencial proxy RT: volume expressivo de candidatos sugere reserva de mão de obra ativa mas não formalizada no território. cod_loteamento: Jardim Santa Rita; nivel_confianca_loteamento: alto. | edicao=9654""","nao_identificado","baixo","nao_aplicavel","","nao","media","2026-01-17","","","2026_01_17_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260117_004","2026-01-17","Tribuna Liberal","Viaduto da Vila Real entra na fase final das obras e será entregue à população em fevereiro","9","Hortolândia","Vila Real","GOVERNANCA","infraestrutura_urbana","indireta","GOV_MUNICIPAL","baixa","dado_auditavel","""Obra 90% concluída; entrega prevista: final de fevereiro 2026; investimento total: R$60M; executor: Rumo Logística. Ligação: Rodovia SP-101 (Jornalista Francisco Aguirre Proença) → Rodovia Anhanguera. Impacto territorial: integra região central de Hortolândia a Sumaré e Anhanguera. Contexto histórico: 'população espera por mais de 40 anos' (prefeito Zezé Gomes). Vistoria: prefeito Zezé Gomes + dep. federal Jonas Donizette (PSB) + dep. estadual Dirceu Dalben (Cidadania). sinal_desfecho justificado: obra 90% concluída com prazo concreto = indício jornalístico de resolução de demanda histórica. id_caso_pressao: IU_MOBILIDADE_VILAREAL_HIST registra ciclo de pressão histórica cujo primeiro corpus entry é este próprio sinal_desfecho (ausência de registros anteriores não invalida o ciclo — R26). Integra conjunto de obras: Superviário, Jd. Nova Europa, Rosolém, Av. Panaíno, Av. Santana/Bandeirantes. cod_loteamento: Vila Real; nivel_confianca_loteamento: alto. | edicao=9654""","nao_identificado","baixo","sinal_desfecho","IU_MOBILIDADE_VILAREAL_HIST","nao","media","2026-01-17","","","2026_01_17_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260117_005","2026-01-17","Tribuna Liberal","Reestruturação do Campo da Mina avança para 75% concluído e complexo esportivo do Jardim Amanda se consolida","9","Hortolândia","Jardim Amanda","GOVERNANCA","capital_humano","indireta","GOV_MUNICIPAL","baixa","dado_auditavel","""75% concluído em 17/01 (vs 50% em dez/2025: +25% em <1 mês). Campo de futebol: novo gramado (95m x 55m), alambrados, portões, vestiários modernizados, muro de arrimo + escadaria prevista. Campo society anexo: 90%+ concluído (>1.000m², grama artificial, arquibancadas ~200 pessoas). Integrado ao Parque Socioambiental (1ª etapa entregue dez/2025). Competições oficiais previstas para retomada em 2026 (Copa Amanda, divisões de futebol amador). Campos principais da cidade fechados até março para manutenção de gramados. Acumulação territorial Jardim Amanda: parque socioambiental + campo de futebol + campo society + CRAS Amanda + UVZ dengue + CadÚnico. cod_loteamento: Jardim Amanda; nivel_confianca_loteamento: alto. | edicao=9654""","nao_identificado","baixo","nao_aplicavel","","nao","media","2026-01-17","","","2026_01_17_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260117_006","2026-01-17","Tribuna Liberal","Dois homens são presos por tráfico de drogas no Jardim Santiago em Hortolândia","8","Hortolândia","Jardim Santiago","PRESSAO_SOCIAL","capital_humano","direta","SMIDS_EXT","alta","dado_auditavel","""Primeiro registro do ciclo CH_TRAFICO_HORTO_2026 no corpus. Dois homens presos em flagrante, Rua Acerola, Jardim Santiago. Um suspeito tentou fugir ao ver a viatura. Apreensões: drogas + rádios comunicadores + dinheiro. Confissão: atuavam juntos na venda de entorpecentes no local. Presença de rádios comunicadores indica organização: não é tráfico individual isolado = satisfaz R25 (fenômeno coletivo, com potencial de recorrência). R21 não se aplica (sem violência letal neste registro). R23: série histórica de prisões por tráfico estruturável por período. Condição B: impacto coletivo na segurança do loteamento + mensurável (n° prisões, quantidades) + série temporal → entra_ipst = avaliar (aguardar consolidação de mais registros no ciclo para promover a sim). cod_loteamento: Jardim Santiago; nivel_confianca_loteamento: alto. | edicao=9654""","nao_identificado","baixo","emergencia","CH_TRAFICO_HORTO_2026","avaliar","media","2026-01-17","","","2026_01_17_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260117_007","2026-01-17","Tribuna Liberal","Hortolândia abre inscrições para curso de alvenaria estrutural com 20 vagas no Remanso Campineiro","9","Hortolândia","Remanso Campineiro","GOVERNANCA","renda_trabalho","indireta","GOV_MUNICIPAL","baixa","dado_auditavel","""20 vagas; 18+; 80h; início: 19/01 até 18/02/2026; horário: 8h às 12h; local: Unidade II do Fundo Social, Rua Alda Lourenço 353, Remanso Campineiro; parceria Fundo Social de Solidariedade + SENAI. Conteúdo: alvenaria com função estrutural, técnicas para obras residenciais e comerciais. Inscrições até 19/01 via Google Forms. Nota: terceiro registro de cursos de qualificação profissional em dois dias (E3 edicao 9653: RH/CRAS Amanda; E3 edicao 9654: Arcor/Jd. Santa Rita; E7 edicao 9654: alvenaria/Remanso Campineiro) — padrão de início de ano letivo com oferta concentrada de qualificação. Territórios distintos cobertos: Jardim Amanda II, Jardim Santa Rita, Remanso Campineiro. cod_loteamento: Remanso Campineiro; nivel_confianca_loteamento: alto. | edicao=9654""","nao_identificado","baixo","nao_aplicavel","","nao","media","2026-01-17","","","2026_01_17_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260118_001","2026-01-18","Tribuna Liberal","Justiça condena ex-servidor público de Hortolândia por uso irregular de veículo oficial","4","Hortolândia","nao_identificado","GOVERNANCA","capital_humano","contextual","GOV_MUNICIPAL","baixa","contexto_sociopolitico","""Prefeitura de Hortolândia ajuizou ação e obteve sentença favorável (juiz Rafael Imbrunito Flores, 1ª Vara Cível). Ex-servidor: utilizou veículo locado pelo município após exoneração; cometeu dezenas de infrações de trânsito (incluindo em Mongaguá/litoral — uso para fins particulares); realizou abastecimentos usando dados de outros servidores. Prejuízo quantificado: R$27.962,26 (ressarcimento com correção + juros Selic). Sanções adicionais: suspensão de direitos políticos por 6 anos; multa civil equivalente ao dano; proibição de contratar com poder público por 4 anos. Conduta classificada pelo juiz como dolosa ('reiterada e consciente'). Ex-servidor já havia sido demitido a bem do serviço público anteriormente. Nota analítica: caso individual e encerrado; incluído como registro de qualidade institucional/controle interno (Prefeitura como autora da ação = capacidade de enforcement). R24: evento administrativo/judicial isolado sem efeito sistêmico → entra_ipst = nao. cod_loteamento: nao_identificado; nivel_confianca_loteamento: baixo. | edicao=9655""","nao_identificado","baixo","nao_aplicavel","","nao","media","2026-01-18","","","2026_01_18_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260118_002","2026-01-18","Tribuna Liberal","Estado coloca em consulta pública concessão de barragens da Bacia PCJ que abastecerão Hortolândia e região","5","Regional","Regional","GOVERNANCA","infraestrutura_urbana","latente","GOV_ESTADUAL","media","dado_auditavel","""Consulta pública aberta até 10/02/2026. Projeto: Concessão de Drenagem e Segurança Hídrica — Barragens da Bacia PCJ; pacote estadual de ~R$25 bilhões. Investimento estimado na concessão: R$1,9 bilhão ao longo de 30 anos. Beneficiários diretos: Sumaré, Hortolândia, Paulínia, Monte Mor e Americana (21 municípios total). Estruturas: barragens de Pedreira e Duas Pontes + Unidade de Tratamento Rio Camanducaia. Ganhos esperados: até 17 mil litros/segundo com regularização de vazões dos rios Camanducaia e Jaguari. Contexto: municípios dependentes do Sistema Cantareira para abastecimento; barragens de Pedreira e Amparo em construção. Objetivo declarado: reduzir dependência do Cantareira + resiliência a eventos climáticos extremos. Relevância para IVS-H: (1) segurança hídrica de longo prazo é proxy para IU (saneamento, abastecimento); (2) interseção com ciclo CH_CHUVAS_VERAO_HORTO_2026 — enchentes e secas têm mesma dimensão analítica; (3) privatização levanta questões sobre tarifas futuras (impacto RT para famílias vulneráveis). Tipo latente: projeto em consulta pública, sem decisão. Monitorar edital e adjudicação. cod_loteamento: nao_identificado; nivel_confianca_loteamento: baixo. | edicao=9655""","nao_identificado","baixo","nao_aplicavel","","nao","media","2026-01-18","","","2026_01_18_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260120_001","2026-01-20","Tribuna Liberal","Hortolândia inicia Análise de Densidade Larvária do Aedes aegypti em 3.000 imóveis","9","Hortolândia","nao_identificado","GOVERNANCA","capital_humano","indireta","GOV_MUNICIPAL","media","dado_auditavel","""R22 satisfeita: CH_DENGUE_2026 como gatilho (verão + Aedes ativo). ADL: metodologia sistemática feita 3x/ano (janeiro, julho, outubro). 600 imóveis visitados por região × 5 regiões = 3.000 imóveis total. Sorteio define quarteirões por região. Resultado gera Índice de Breteau (larvas por imóvel): 0-1 = baixo; 1-4 = médio; acima de 4 = alto. DADO CRÍTICO: índice Breteau obtido em janeiro de 2025 foi 6.2 — considerado ALTO. Este baseline será fundamental para comparar com o resultado de jan/2026 quando divulgado. Previsão: 15 dias para conclusão (condicionado às chuvas). UVZ = Unidade de Vigilância de Zoonoses, órgão da Secretaria de Saúde. Moradores orientados a permitir entrada dos agentes (identificados com crachá + uniforme; dúvidas: (19) 3897-3312 / 3897-5974). Vacinação dengue disponível nas UBSs para 6-16 anos das 7h30 às 15h30. cod_loteamento: nao_identificado (ação em todas as 5 regiões da cidade); nivel_confianca_loteamento: baixo. | edicao=9656""","nao_identificado","baixo","resposta","CH_DENGUE_2026","nao","media","2026-01-20","","","2026_01_20_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260120_002","2026-01-20","Tribuna Liberal","PAT de Hortolândia abre a semana com 33 vagas de emprego","9","Hortolândia","Jardim Metropolitan","GOVERNANCA","renda_trabalho","indireta","GOV_MUNICIPAL","baixa","dado_auditavel","""33 vagas: 20 operador de telemarketing; 12 operador de máquinas fixas; 1 soldador. Candidaturas: online (Portal Emprega Brasil) ou presencial no PAT, Praça de Atendimento do Paço Municipal, Rua Professora Celina Franceschini Bueno 100, Jardim Metropolitan; seg-sex 8h-16h30. Documentação presencial: RG + CPF + CTPS (físico ou digital); currículo e comprovante residência opcionais. Contexto histórico: 2º Feirão de Empregos (outubro/2025) = 2.000 pessoas atendidas, 70 empresas, 3.000 vagas disponibilizadas. Perfil das vagas desta semana: operações industriais/serviços (telemarketing + máquinas + solda) — compatível com perfil produtivo da mão de obra CadÚnico. cod_loteamento: Jardim Metropolitan; nivel_confianca_loteamento: alto. | edicao=9656""","nao_identificado","baixo","nao_aplicavel","","nao","media","2026-01-20","","","2026_01_20_tribuna_liberal.csv","","","","","","","","","","","","","",""
